Date,High,Low,Open,Close,Volume,Adj Close
1990-01-02,2811.64990234375,2732.510009765625,2748.719970703125,2810.14990234375,20680000,2810.14990234375
1990-01-03,2834.0400390625,2786.260009765625,2814.199951171875,2809.72998046875,23620000,2809.72998046875
1990-01-04,2821.4599609375,2766.419921875,2804.389892578125,2796.080078125,24370000,2796.080078125
1990-01-05,2810.14990234375,2758.110107421875,2786.89990234375,2773.25,20290000,2773.25
1990-01-08,2803.969970703125,2753.409912109375,2761.72998046875,2794.3701171875,16610000,2794.3701171875
1990-01-09,2810.7900390625,2760.030029296875,2792.8798828125,2766.0,15800000,2766.0
1990-01-10,2772.820068359375,2725.469970703125,2758.110107421875,2750.639892578125,19950000,2750.639892578125
1990-01-11,2783.27001953125,2748.2900390625,2764.929931640625,2760.669921875,15790000,2760.669921875
1990-01-12,2735.919921875,2675.97998046875,2722.050048828125,2689.2099609375,24180000,2689.2099609375
1990-01-15,2698.110107421875,2656.360107421875,2682.3798828125,2669.3701171875,18630000,2669.3701171875
1990-01-16,2698.3798828125,2634.169921875,2645.47998046875,2692.6201171875,25000000,2692.6201171875
1990-01-17,2711.389892578125,2643.77001953125,2692.830078125,2659.1298828125,21310000,2659.1298828125
1990-01-18,2678.110107421875,2625.85009765625,2639.7099609375,2666.3798828125,22750000,2666.3798828125
1990-01-19,2696.889892578125,2657.85009765625,2680.25,2677.89990234375,23360000,2677.89990234375
1990-01-22,2683.330078125,2595.27001953125,2672.75,2600.449951171875,20060000,2600.449951171875
1990-01-23,2639.639892578125,2584.010009765625,2619.3701171875,2615.320068359375,22520000,2615.320068359375
1990-01-24,2619.590087890625,2534.22998046875,2547.75,2604.5,28070000,2604.5
1990-01-25,2628.830078125,2546.169921875,2615.77001953125,2561.0400390625,22160000,2561.0400390625
1990-01-26,2591.669921875,2516.889892578125,2561.7099609375,2559.22998046875,25730000,2559.22998046875
1990-01-29,2583.56005859375,2522.969970703125,2563.2900390625,2553.3798828125,16540000,2553.3798828125
1990-01-30,2576.1298828125,2513.06005859375,2559.22998046875,2543.239990234375,24910000,2543.239990234375
1990-01-31,2600.89990234375,2546.85009765625,2556.75,2590.5400390625,22510000,2590.5400390625
1990-02-01,2611.489990234375,2571.85009765625,2594.139892578125,2586.260009765625,19800000,2586.260009765625
1990-02-02,2623.64990234375,2577.030029296875,2581.97998046875,2602.699951171875,18700000,2602.699951171875
1990-02-05,2633.56005859375,2592.1201171875,2599.320068359375,2622.52001953125,13650000,2622.52001953125
1990-02-06,2629.5,2588.2900390625,2618.4599609375,2606.31005859375,16210000,2606.31005859375
1990-02-07,2651.35009765625,2579.280029296875,2593.02001953125,2640.090087890625,20750000,2640.090087890625
1990-02-08,2674.320068359375,2622.300048828125,2643.919921875,2644.3701171875,20620000,2644.3701171875
1990-02-09,2666.669921875,2628.14990234375,2647.52001953125,2648.199951171875,15590000,2648.199951171875
1990-02-12,2652.47998046875,2610.590087890625,2642.7900390625,2619.139892578125,12420000,2619.139892578125
1990-02-13,2639.18994140625,2592.570068359375,2622.75,2624.10009765625,18920000,2624.10009765625
1990-02-14,2643.68994140625,2608.110107421875,2625.669921875,2624.320068359375,14730000,2624.320068359375
1990-02-15,2658.780029296875,2614.860107421875,2622.300048828125,2649.550048828125,18180000,2649.550048828125
1990-02-16,2669.3701171875,2623.64990234375,2652.929931640625,2635.590087890625,23130000,2635.590087890625
1990-02-20,2619.139892578125,2579.050048828125,2608.780029296875,2596.85009765625,17460000,2596.85009765625
1990-02-21,2602.47998046875,2556.31005859375,2563.510009765625,2583.56005859375,20680000,2583.56005859375
1990-02-22,2622.300048828125,2568.02001953125,2594.820068359375,2574.77001953125,21200000,2574.77001953125
1990-02-23,2591.43994140625,2540.989990234375,2557.8798828125,2564.18994140625,19600000,2564.18994140625
1990-02-26,2606.300048828125,2560.1298828125,2565.77001953125,2602.47998046875,17800000,2602.47998046875
1990-02-27,2637.840087890625,2592.1201171875,2601.35009765625,2617.1201171875,21700000,2617.1201171875
1990-02-28,2652.47998046875,2603.60009765625,2615.989990234375,2627.25,22990000,2627.25
1990-03-01,2655.6298828125,2607.8798828125,2621.6201171875,2635.590087890625,23220000,2635.590087890625
1990-03-02,2669.820068359375,2630.179931640625,2639.18994140625,2660.360107421875,20100000,2660.360107421875
1990-03-05,2675.219970703125,2636.7099609375,2654.72998046875,2649.550048828125,19790000,2649.550048828125
1990-03-06,2684.4599609375,2638.06005859375,2651.800048828125,2676.800048828125,22340000,2676.800048828125
1990-03-07,2696.85009765625,2656.080078125,2678.830078125,2669.590087890625,22540000,2669.590087890625
1990-03-08,2705.179931640625,2661.260009765625,2672.52001953125,2696.169921875,21850000,2696.169921875
1990-03-09,2705.6298828125,2665.5400390625,2687.389892578125,2683.330078125,21700000,2683.330078125
1990-03-12,2698.64990234375,2661.93994140625,2672.52001953125,2686.7099609375,16960000,2686.7099609375
1990-03-13,2699.550048828125,2657.8798828125,2677.47998046875,2674.550048828125,20120000,2674.550048828125
1990-03-14,2705.179931640625,2662.389892578125,2678.60009765625,2687.840087890625,16840000,2687.840087890625
1990-03-15,2714.860107421875,2677.929931640625,2690.77001953125,2695.719970703125,16670000,2695.719970703125
