Date,High,Low,Open,Close,Volume,Adj Close
1987-09-10,168.97999572753906,167.44000244140625,167.44000244140625,168.97000122070312,1798000,168.97000122070312
1987-09-11,170.5399932861328,168.75,168.97000122070312,170.5399932861328,1780000,170.5399932861328
1987-09-14,170.9499969482422,170.14999389648438,170.52999877929688,170.42999267578125,1544000,170.42999267578125
1987-09-15,170.44000244140625,169.1300048828125,170.4199981689453,169.1999969482422,1362000,169.1999969482422
1987-09-16,170.02999877929688,168.82000732421875,169.30999755859375,168.9199981689453,1957000,168.9199981689453
1987-09-17,169.25,168.5399932861328,168.9199981689453,168.82000732421875,1507000,168.82000732421875
1987-09-18,169.0399932861328,168.75,168.82000732421875,168.75,1881000,168.75
1987-09-21,169.1300048828125,167.36000061035156,168.75,167.39999389648438,1701000,167.39999389648438
1987-09-22,167.55999755859375,166.69000244140625,167.39999389648438,167.55999755859375,2095000,167.55999755859375
1987-09-23,168.64999389648438,167.5500030517578,167.55999755859375,168.64999389648438,2203000,168.64999389648438
1987-09-24,169.05999755859375,168.52000427246094,168.64999389648438,168.72000122070312,1622000,168.72000122070312
1987-09-25,168.85000610351562,168.42999267578125,168.72000122070312,168.85000610351562,1380000,168.85000610351562
1987-09-28,169.8000030517578,168.83999633789062,168.83999633789062,169.52000427246094,1881000,169.52000427246094
1987-09-29,169.69000244140625,168.88999938964844,169.52000427246094,169.05999755859375,1735000,169.05999755859375
1987-09-30,170.80999755859375,168.67999267578125,169.0500030517578,170.80999755859375,1831000,170.80999755859375
1987-10-01,171.39999389648438,170.25,170.82000732421875,171.39999389648438,1932000,171.39999389648438
1987-10-02,172.08999633789062,171.39999389648438,171.39999389648438,172.0800018310547,1891000,172.0800018310547
1987-10-05,172.5500030517578,172.08999633789062,172.08999633789062,172.5399932861328,1597000,172.5399932861328
1987-10-06,172.6199951171875,170.1300048828125,172.5500030517578,170.2100067138672,1756000,170.2100067138672
1987-10-07,170.2100067138672,168.47999572753906,170.2100067138672,168.8699951171875,1863000,168.8699951171875
1987-10-08,168.97999572753906,166.77999877929688,168.8699951171875,167.05999755859375,1987000,167.05999755859375
1987-10-09,167.11000061035156,166.00999450683594,167.05999755859375,166.1199951171875,1583000,166.1199951171875
1987-10-12,166.11000061035156,163.38999938964844,166.11000061035156,163.86000061035156,1419000,163.86000061035156
1987-10-13,164.4199981689453,163.6300048828125,163.86000061035156,164.13999938964844,1729000,164.13999938964844
1987-10-14,164.16000366210938,161.58999633789062,164.14999389648438,161.7899932861328,2074000,161.7899932861328
1987-10-15,161.8000030517578,159.60000610351562,161.8000030517578,159.66000366210938,2632000,159.66000366210938
1987-10-16,159.66000366210938,152.61000061035156,159.66000366210938,152.74000549316406,3385000,152.74000549316406
1987-10-19,152.74000549316406,133.60000610351562,152.74000549316406,133.60000610351562,6043000,133.60000610351562
1987-10-20,133.60000610351562,120.20999908447266,133.60000610351562,121.38999938964844,6081000,121.38999938964844
1987-10-21,130.77000427246094,121.38999938964844,121.38999938964844,130.64999389648438,4496000,130.64999389648438
1987-10-22,130.64999389648438,124.47000122070312,130.64999389648438,124.56999969482422,3922000,124.56999969482422
1987-10-23,124.58000183105469,121.36000061035156,124.58000183105469,121.58999633789062,2456000,121.58999633789062
1987-10-26,121.58000183105469,110.31999969482422,121.58000183105469,110.33000183105469,3088000,110.33000183105469
1987-10-27,113.12000274658203,108.37000274658203,110.31999969482422,108.51000213623047,2602000,108.51000213623047
1987-10-28,108.5,105.45999908447266,105.45999908447266,106.08000183105469,2794000,106.08000183105469
1987-10-29,110.80000305175781,106.05999755859375,106.06999969482422,110.80000305175781,2581000,110.80000305175781
1987-10-30,118.26000213623047,107.9000015258789,110.79000091552734,118.26000213623047,3034000,118.26000213623047
1987-11-02,120.22000122070312,118.2699966430664,118.2699966430664,120.20999908447266,1760000,120.20999908447266
1987-11-03,122.05000305175781,116.91999816894531,120.19999694824219,117.72000122070312,2278000,117.72000122070312
1987-11-04,117.75,116.38999938964844,117.7300033569336,117.19999694824219,2025000,117.19999694824219
1987-11-05,118.94000244140625,117.18000030517578,117.19000244140625,118.94000244140625,2260000,118.94000244140625
1987-11-06,120.08999633789062,118.94000244140625,118.94000244140625,119.33000183105469,2282900,119.33000183105469
1987-11-09,119.31999969482422,117.26000213623047,119.31999969482422,117.62000274658203,1606900,117.62000274658203
1987-11-10,117.62000274658203,115.25,117.62000274658203,115.55999755859375,1843100,115.55999755859375
1987-11-11,116.68000030517578,115.5,115.56999969482422,116.26000213623047,1478500,116.26000213623047
1987-11-12,118.66999816894531,116.20999908447266,116.26000213623047,118.3499984741211,2062800,118.3499984741211
1987-11-13,118.63999938964844,118.0999984741211,118.3499984741211,118.30999755859375,1749200,118.30999755859375
1987-11-16,119.0199966430664,118.01000213623047,118.31999969482422,118.2699966430664,1643400,118.2699966430664
1987-11-17,118.2699966430664,116.04000091552734,118.26000213623047,116.30000305175781,1482400,116.30000305175781
1987-11-18,116.69000244140625,115.76000213623047,116.30000305175781,116.69000244140625,1582600,116.69000244140625
1987-11-19,116.69000244140625,115.04000091552734,116.69000244140625,115.11000061035156,1571400,115.11000061035156
1987-11-20,115.1500015258789,113.83999633789062,115.11000061035156,114.44999694824219,1891700,114.44999694824219
1987-11-23,114.5,114.08999633789062,114.44999694824219,114.47000122070312,1431600,114.47000122070312
1987-11-24,115.87999725341797,114.29000091552734,114.47000122070312,115.58000183105469,1995200,115.58000183105469
1987-11-25,115.97000122070312,115.38999938964844,115.58000183105469,115.97000122070312,1397800,115.97000122070312
1987-11-27,115.95999908447266,115.52999877929688,115.95999908447266,115.61000061035156,863600,115.61000061035156
1987-11-30,115.62999725341797,110.55999755859375,115.5999984741211,111.69999694824219,2689100,111.69999694824219
1987-12-01,112.08999633789062,111.12999725341797,111.69000244140625,111.2699966430664,1498700,111.2699966430664
1987-12-02,111.30000305175781,110.83000183105469,111.2699966430664,111.11000061035156,1488900,111.11000061035156
1987-12-03,111.1500015258789,108.86000061035156,111.11000061035156,108.94000244140625,2041600,108.94000244140625
1987-12-04,108.94000244140625,106.19000244140625,108.94000244140625,106.5,1848000,106.5
1987-12-07,106.5199966430664,106.16000366210938,106.48999786376953,106.43000030517578,1466600,106.43000030517578
1987-12-08,107.23999786376953,106.37999725341797,106.44000244140625,107.23999786376953,2273100,107.23999786376953
1987-12-09,108.88999938964844,107.23999786376953,107.23999786376953,108.88999938964844,2314300,108.88999938964844
1987-12-10,109.05999755859375,107.19999694824219,108.88999938964844,108.62000274658203,1889600,108.62000274658203
1987-12-11,109.31999969482422,108.54000091552734,108.62999725341797,109.31999969482422,1516800,109.31999969482422
1987-12-14,112.06999969482422,109.0999984741211,109.30999755859375,112.06999969482422,1876800,112.06999969482422
1987-12-15,114.36000061035156,112.06999969482422,112.06999969482422,114.36000061035156,2149700,114.36000061035156
1987-12-16,116.83999633789062,113.87000274658203,114.36000061035156,116.81999969482422,1938200,116.81999969482422
1987-12-17,117.30999755859375,116.25,116.81999969482422,116.94000244140625,1917800,116.94000244140625
1987-12-18,119.45999908447266,116.44999694824219,116.94000244140625,119.45999908447266,2762200,119.45999908447266
1987-12-21,119.91999816894531,119.25,119.44999694824219,119.91999816894531,1617900,119.91999816894531
1987-12-22,119.93000030517578,118.75,119.91999816894531,119.30999755859375,1926500,119.30999755859375
1987-12-23,120.81999969482422,119.30999755859375,119.30999755859375,120.80000305175781,2031100,120.80000305175781
1987-12-24,121.58999633789062,120.79000091552734,120.79000091552734,121.58999633789062,1088000,121.58999633789062
1987-12-28,121.58999633789062,118.68000030517578,121.58999633789062,119.0,1312200,119.0
1987-12-29,118.98999786376953,118.0199966430664,118.98999786376953,118.30000305175781,1115800,118.30000305175781
1987-12-30,119.5,118.30000305175781,118.30999755859375,119.5,1492300,119.5
1987-12-31,120.41999816894531,118.61000061035156,119.5,120.41999816894531,1701400,120.41999816894531
1988-01-04,123.51000213623047,120.43000030517578,120.43000030517578,123.5,1818100,123.5
1988-01-05,126.55000305175781,123.5,123.5,126.12999725341797,2095200,126.12999725341797
1988-01-06,127.0,126.12999725341797,126.12999725341797,127.0,1697300,127.0
1988-01-07,128.02999877929688,126.52999877929688,127.0,128.02999877929688,1753600,128.02999877929688
1988-01-08,128.19000244140625,123.83999633789062,128.02999877929688,123.83999633789062,1973000,123.83999633789062
1988-01-11,123.83999633789062,121.58000183105469,123.83999633789062,122.5199966430664,1589800,122.5199966430664
1988-01-12,122.66999816894531,120.5199966430664,122.51000213623047,121.2300033569336,1657300,121.2300033569336
1988-01-13,121.44999694824219,120.48999786376953,121.23999786376953,121.30000305175781,1540200,121.30000305175781
1988-01-14,121.9800033569336,121.1500015258789,121.30999755859375,121.77999877929688,1405700,121.77999877929688
1988-01-15,124.19999694824219,121.77999877929688,121.77999877929688,123.66999816894531,1979400,123.66999816894531
1988-01-18,124.0999984741211,123.68000030517578,123.68000030517578,124.05000305175781,1351000,124.05000305175781
1988-01-19,124.44000244140625,123.61000061035156,124.04000091552734,124.44000244140625,1535500,124.44000244140625
1988-01-20,124.44000244140625,121.48999786376953,124.44000244140625,121.76000213623047,1816600,121.76000213623047
1988-01-21,121.76000213623047,121.12000274658203,121.76000213623047,121.62999725341797,1580800,121.62999725341797
1988-01-22,122.79000091552734,121.62999725341797,121.62999725341797,122.79000091552734,1470500,122.79000091552734
1988-01-25,123.68000030517578,122.77999877929688,122.77999877929688,123.68000030517578,2752500,123.68000030517578
1988-01-26,123.68000030517578,123.16999816894531,123.66999816894531,123.25,1383800,123.25
1988-01-27,123.63999938964844,123.22000122070312,123.23999786376953,123.37000274658203,1763600,123.37000274658203
1988-01-28,124.31999969482422,123.37000274658203,123.37000274658203,124.30999755859375,1664300,124.30999755859375
1988-01-29,125.3499984741211,124.30999755859375,124.30999755859375,125.23999786376953,2118800,125.23999786376953
1988-02-01,126.22000122070312,125.23999786376953,125.23999786376953,125.72000122070312,2106600,125.72000122070312
1988-02-02,125.94000244140625,125.30000305175781,125.7300033569336,125.94000244140625,1649200,125.94000244140625
1988-02-03,126.31999969482422,125.33000183105469,125.94999694824219,125.37999725341797,2372700,125.37999725341797
1988-02-04,125.5999984741211,125.06999969482422,125.38999938964844,125.51000213623047,1864900,125.51000213623047
1988-02-05,125.98999786376953,125.25,125.51000213623047,125.7699966430664,1613100,125.7699966430664
1988-02-08,125.7699966430664,124.94000244140625,125.7699966430664,125.26000213623047,1688500,125.26000213623047
1988-02-09,125.5199966430664,125.08000183105469,125.26000213623047,125.5199966430664,1623500,125.5199966430664
1988-02-10,127.18000030517578,125.51000213623047,125.51000213623047,127.16000366210938,1879800,127.16000366210938
1988-02-11,128.22000122070312,127.16000366210938,127.16000366210938,128.02999877929688,2007600,128.02999877929688
1988-02-12,129.2100067138672,128.02999877929688,128.02999877929688,129.2100067138672,1771900,129.2100067138672
1988-02-16,129.91000366210938,129.16000366210938,129.2100067138672,129.89999389648438,1353800,129.89999389648438
1988-02-17,130.66000366210938,129.91000366210938,129.91000366210938,130.22000122070312,1768300,130.22000122070312
1988-02-18,130.67999267578125,130.07000732421875,130.22999572753906,130.57000732421875,1514300,130.57000732421875
1988-02-19,131.22999572753906,130.55999755859375,130.57000732421875,131.22999572753906,1803000,131.22999572753906
1988-02-22,132.3699951171875,131.1300048828125,131.22999572753906,132.3699951171875,1789300,132.3699951171875
1988-02-23,132.55999755859375,132.1300048828125,132.36000061035156,132.52000427246094,1922600,132.52000427246094
1988-02-24,133.4199981689453,132.50999450683594,132.52999877929688,133.4199981689453,2127300,133.4199981689453
1988-02-25,134.8000030517578,133.4199981689453,133.4199981689453,134.00999450683594,2134900,134.00999450683594
1988-02-26,134.1699981689453,133.8699951171875,134.0,134.1699981689453,1580600,134.1699981689453
1988-02-29,137.69000244140625,134.1699981689453,134.1699981689453,136.10000610351562,2360500,136.10000610351562
1988-03-01,136.47999572753906,136.07000732421875,136.10000610351562,136.25999450683594,1999900,136.25999450683594
1988-03-02,137.3800048828125,136.25999450683594,136.25999450683594,137.36000061035156,1996300,137.36000061035156
1988-03-03,137.92999267578125,137.35000610351562,137.36000061035156,137.75,2033100,137.75
1988-03-04,138.05999755859375,137.38999938964844,137.77999877929688,138.05999755859375,2014100,138.05999755859375
1988-03-07,139.05999755859375,137.4499969482422,138.07000732421875,139.05999755859375,1529800,139.05999755859375
1988-03-08,140.55999755859375,139.07000732421875,139.07000732421875,140.36000061035156,2376800,140.36000061035156
1988-03-09,141.69000244140625,140.36000061035156,140.36000061035156,141.63999938964844,2109000,141.63999938964844
1988-03-10,141.89999389648438,140.49000549316406,141.64999389648438,140.50999450683594,1972600,140.50999450683594
